Question,Answer,Link
"What are the safe days to have sex when using cervical mucus method?
","“Safe” and “unsafe” days vary from person to person and depend on the length of your menstrual cycle. During your safe days, you can have unprotected vaginal sex. On your unsafe (fertile) days, don’t have vaginal sex or use another method of birth control.

Safe Days

In general, you have one main phase of safe days: Safe days start after ovulation — when the most slippery mucus goes away and your discharge is cloudy and sticky and then goes away, leading up to your period. This lasts for about 11–14 days on average.

If you have a long cycle, the dry days that come right after your period may also be safe. (See the 2nd bullet above.)

Unsafe Days

In an average cycle, you have three main phases of unsafe days:

The days during your period are unsafe, especially if you have a short cycle. This is because you can’t know what your cervical mucus looks/feels like when it’s mixed with period blood.

Another unsafe phase comes a few days after your period ends but 2 or 3 days before the first signs of slippery mucus — while your body is making mucus that feels sticky or tacky. 

Unsafe days continue while your body creates slippery mucus leading up to ovulation. These unsafe, slippery days last for about 3-4 days. Unsafe days end about 4 days after slippery mucus peaks.

",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-cervical-mucus-method-fams
"What can cause changes to my cervical mucus?
","Certain activities or conditions can alter your natural cervical mucus and make this method less effective and difficult to use. These include:

Vaginal sex

Using lube (either for sex or during a pelvic exam)

Using some medications

Breastfeeding

Surgery on your cervix

Douching

Early menopause

Using hormonal birth control recently (including the morning-after pill)

Sexually transmitted infections

Vaginitis

Cervical mucus methods aren’t a good match for people whose bodies don't produce very much discharge. Talk with your doctor if you’re using this method to prevent pregnancy and have concerns about your mucus.
",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-cervical-mucus-method-fams
What’s the 2-day method?,"The 2-day method is a simpler kind of cervical mucus method. It works best if you’re totally sure you can tell whether or not you have mucus every day.

The 2-day method is easy to use. Ask yourself the following questions:

Do I have cervical mucus today?

Did I have cervical mucus yesterday?

If you answer no to BOTH questions, it’s safe to have vaginal sex. If you answer yes to JUST ONE question, use birth control or don’t have vaginal sex.

People using this method may only have 12 safe days during each cycle.",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-cervical-mucus-method-fams
When is the best time of day to check my cervical mucus?,"It doesn’t matter what time of day you check your cervical mucus, it just matters that you check it each day. Unlike the temperature method (AKA basal temperature method), you don’t need to check your cervical mucus first thing in the morning. The important thing is to just be consistent about checking it every day.
",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-cervical-mucus-method-fams
How do I use the calendar method?,"Before you can use the calendar method as birth control, you need to keep track of the length of your menstrual cycles for at least 6 periods. You can do this with a regular calendar or our period tracking app.

Here’s how you do it: Mark the first day of your period (this is day 1). Then mark the first day of your next period. Count the total number of days between each cycle (the number of days between the first days of each period).

You must chart at least 6 cycles, but charting a few more months is even better. ",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-calendar-method-fams
What are the safe days to have sex when using the calendar method?,"To predict the first fertile day (when you can get pregnant) in your current cycle:

Find the shortest cycle in your past record.

Subtract 18 from the total number of days in that cycle.

Count that number from day 1 of your current cycle, and mark that day with an X. (Include day 1 when you count.)

The day marked X is your first fertile day.
For example: if your shortest cycle is 26 days long, subtract 18 from 26 — you get 8. Then, count 8 days starting from day 1 (the first day of your period). If day 1 was on the 4th of the month, you’ll mark X on the 11th. So the 11th is your first fertile day of this cycle — you should stop having vaginal sex on this day or start using another method of birth control.

To predict the last fertile day in your current cycle:

Find the longest cycle in your record.

Subtract 11 from the total number of days in that cycle.

Count that number from day 1 (the first day of your period) of your current cycle, and mark that day with an X. (Include day 1 when you count.)

The day marked X is your last fertile day.

For example, if your longest cycle is 30 days long, subtract 11 from 30 — you get 19. Then, count 19 days starting from day 1. If day 1 was on the 4th of the month, you’ll mark X on the 22nd. So the 22nd is your last fertile day of this cycle — you can start having unprotected sex the next day.

The calendar method can only predict what are most likely to be safe and unsafe days — it can’t tell you for sure exactly when you’re fertile. So it’s hard to use if your cycles are not always the same length, and you can’t use it at all if all of your cycles are shorter than 27 days.

The calendar method is most effective when you combine it with other fertility awareness methods, like the temperature and cervical mucus methods.",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-calendar-method-fams
What's the Standard Days method?,"The Standard Days method is a kind of calendar method. It’s simpler than other FAMs, but you can only use it if your cycles are a certain length and regular.

",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-standard-days-method
"How do I use the Standard Days method?
","You can only use the Standard Days method if:

Your menstrual cycle is really regular (your periods always come at the same time).

Your cycle is never shorter than 26 days.

Your cycle is never longer than 32 days.

You’re okay with either not having vaginal sex or using birth control from day 8 through day 19 of each cycle.

To use the Standard Days method, you simply don’t have vaginal sex or use another method of birth control on days 8-19 of your cycle.


Most people using the Standard Days method use an app or have a special string of beads, called CycleBeads, that helps them keep track of their cycles. CycleBeads have 33 colored beads and a black rubber ring that moves from bead to bead.

Breastfeeding, a recent pregnancy, and hormonal birth control (including the morning-after pill) can mess with your menstrual cycle and affect how well the standard days method will work. ",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/whats-standard-days-method
How safe are fertility awareness methods?,"Fertility awareness methods are totally safe. Because you’re not taking any medicine, they’re completely safe and have no side effects.
",
How effective are fertility awareness methods?,"FAMs are about 77-98% effective: that means 2-23 out of 100 couples who use FAMs will get pregnant each year, depending on which method(s) are used. If you use multiple FAMs together, they work even better.

FAMs don’t work as well for people who can’t track their fertility signs daily, or don’t want to avoid unprotected sex on fertile days. They’re also not good methods for people with irregular menstrual cycles. It’s best to have a nurse, doctor, or counselor who understands FAMs give you instructions and help you use them correctly.

Want a more effective way to prevent pregnancy? Explore different birth control methods to find which method may be best for you.
",
"Do fertility awareness methods have any side effects?
","There’s no risk of side effects with FAMs. But certain things can change how effective these methods are for you, like if you’ve recently been sick, used the morning-after pill, been pregnant, or are breastfeeding.
",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/are-fertility-awareness-methods-right-me
Can anyone use these methods?,"FAMs are safe for everyone, but they only work to prevent pregnancy for certain people.

FAMs won’t work for you if:

Your periods are irregular.

You or your partner doesn’t want to avoid vaginal sex or use another form of birth control for a certain number of days each cycle.

You have a sexually transmitted infection, vaginitis, or a lot of discharge that isn’t normal.

You can’t track your fertility signs daily and keep careful records.
",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/are-fertility-awareness-methods-right-me
What are the advantages of fertility awareness methods?,"The benefits of fertility awareness methods are that they’re usually free or cheap, have no side effects, and help you learn about your body and your fertility.",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/are-fertility-awareness-methods-right-me
Do fertility awareness methods protect against STDs?,"Nope. Fertility awareness methods do not prevent sexually transmitted infections. Condoms are the best way to protect yourselves from STDs, and they give you extra protection from pregnancy, too.

",https://www.plannedparenthood.org/learn/birth-control/fertility-awareness/are-fertility-awareness-methods-right-me
What is pulling out (withdrawal)?,"Pulling out (also known as withdrawal) is a way to prevent pregnancy by keeping semen away from the vagina. Withdrawal works best when you use another birth control method with it, like a condom.
",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method
What’s the withdrawal method (pulling out)?,"Pulling out is exactly what it sounds like: pulling the penis out of the vagina before ejaculation (aka cumming). If semen (cum) gets in your vagina, you can get pregnant. So ejaculating away from a vulva or vagina prevents pregnancy. But you have to be sure to pull out before any semen comes out, every single time you have vaginal sex, in order for it to work.
",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method
"Does pulling out protect against STDs?How can I make the pull out method work best?
","No. While withdrawal can prevent pregnancy, it doesn’t protect you against STDs. Some STDs, like genital warts and herpes, are spread through skin-to-skin contact. And STDs like chlamydia, syphilis, or gonorrhea can be carried in precum. So if you’re going to have sex, the best way to prevent STDs is by using condoms.
",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method
How can I make the pull out method work best?,"For withdrawal to work as well as possible, you must do it right every single time. Always. So always pull out BEFORE ejaculation, and always make sure to ejaculate (cum) away from your partner’s genitals. This is important because pregnancy can happen if even a little bit of semen gets in the vagina.

The best way to make the pull out method effective is to use it with another type of birth control (like the ring, pill, or condoms). This way, if there’s a slip up, you’re still protected.

Condoms are a great method to use with pulling out. Not only will they prevent pregnancy in case you don’t pull out in time, but condoms are the only way to stop the spread of STDs during sex. You can also practice withdrawal while using condoms to learn how to pull out in time.

Accidents happen. So if you use withdrawal for birth control, think about keeping emergency contraception (aka the morning-after pill) in your medicine cabinet, just in case ejaculate (cum) gets in or near your vagina. Emergency contraception can prevent pregnancy for up to 5 days after unprotected sex. The best way to make the pull out method effective is to use it with another type of birth control (like the ring, pill, or condoms). This way, if there’s a slip up, you’re still protected.

",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method
How effective is the pull out method?,"The better you are about using the pull out method correctly — keeping any ejaculation (cum) away from the vulva and vagina every single time you have sex — the better it will work to prevent pregnancy. For every 100 people who use the pull out method perfectly, 4 will get pregnant.

But pulling out can be difficult to do perfectly. So in real life, about 22 out of 100 people who use withdrawal get pregnant every year — that’s about 1 in 5.

The reality is withdrawal isn’t as effective as other types of birth control, but it’s definitely better than not using anything at all. And pulling out can be easily combined with other methods to give you extra pregnancy preventing power. Using withdrawal AND condoms together, for example, gives you pretty excellent protection against pregnancy.

If you use withdrawal for birth control, it’s a good idea to keep emergency contraception (aka the morning-after pill) around, just in case semen (cum) gets in or near your vagina. Emergency contraception can prevent pregnancy for up to 5 days after unprotected sex.

Want to use a more effective form of birth control? Check out the IUD and the implant. They’re the most effective kinds of birth control.",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/how-effective-is-withdrawal-method-pulling-out
What are the chances that I'll get pregnant using the pull-out method if I'm ovulating?,"There’s no way to know your exact chances of pregnancy in a particular situation. What we do know is that withdrawal works about 78% of the time overall. But the odds of pregnancy are always higher during the 5 days leading up to, and during, ovulation — these are called fertile days.

If no semen gets on your vulva or in your vagina, pregnancy can’t happen — whether or not you’re ovulating. But it’s sometimes hard for people to know if they pulled out completely before any semen (cum) came out. And some people may also have a tiny bit of sperm in their pre-cum. If sperm gets in your vagina during your fertile days, pregnancy is more likely to happen.

It’s also hard to know for sure exactly when you ovulate, even if you’re tracking your cycle. Many people’s cycles change from month to month. And lots of things (like stress or illness) can mess with your cycle and change the timing of ovulation.

The bottom line is, there are lots of different factors that can affect your chances of getting pregnant. If you’re really worried about preventing pregnancy, you might want to look into methods of birth control that are more effective than pulling out (like IUDs, the implant, the shot, or the pill). You can also use condoms along with pulling out — that way you’ll still be protected from pregnancy even if your partner doesn’t pull out in time (and you’ll be protected from STDs, too).",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/how-effective-is-withdrawal-method-pulling-out
How do I use the pull out method?,"There’s only one step: pull your penis out of your partner’s vagina before any semen comes out. Your penis has to be all the way out before you ejaculate (cum), and then you have to ejaculate away from your partner’s vulva and vagina. This may sound simple enough, but it can actually be hard to do the right way all the time.

It takes practice to use the withdrawal method perfectly. Withdrawal also takes a lot of self-control. You have to be willing and able to stop having sex before ejaculating (cumming), which is usually when sex feels the best. And there’s no room for error — if any semen gets in the vagina or on the vulva, pregnancy can happen. So if you’re going to use the pull out method, keep emergency contraception (aka the morning-after pill) around, just in case you make a mistake.
",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/how-does-the-withdrawal-method-pulling-out-work
When exactly am I supposed to pull out?,"It’s really important to pull your penis completely out of the vagina before any semen (cum) comes out. If you already started to ejaculate (cum) when you pull out, it’s too late. It’s also important to not get any semen on your partner’s vulva, so make sure you give yourself enough time to ejaculate away from your partner’s genitals. When it comes to withdrawal, it’s definitely better to be early than late.

In order to use the pull out method correctly, you have to know exactly when semen is going to come out of your penis. For most people, ejaculation happens when you start to have an orgasm. But everyone’s body is unique, and ejaculation may happen at different times for different people. It’s important to know your body and your sexual responses really well, so you can tell when you’re about to ejaculate and pull out in time. 

Getting the timing right for withdrawal can be a big challenge, especially for people who are young or haven’t had sex that many times. Masturbation can help you learn how to know when you’re about to ejaculate. You can also use condoms along with withdrawal, to get used to pulling out without risking pregnancy.",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/how-does-the-withdrawal-method-pulling-out-work
What are the benefits of the pull out method?,"The pull out method is a free, convenient, hormone-free way to prevent pregnancy — no trips to the doctor or pharmacy necessary.

It’s free and it’s always available.
One of the key reasons withdrawal is used is that it’s absolutely free and always an option. There’s nothing you have to buy and nothing you have to put in place before sex. Pulling out can be used by just about anyone, anywhere, at any time (though it may take practice to get it right). If you forgot your regular birth control or don’t have condoms on hand, the pull out method is always there if you need it. While it’s not the most effective method, it’s definitely better than using no birth control at all.

The pull out method has no side effects.
The pull out method is safe because it doesn’t have any side effects. But pulling out won’t protect you from getting an STD and it’s not the most effective way to prevent pregnancy.

Pulling out makes other forms of birth control even more effective.
Withdrawal works by keeping semen (cum) out of the vagina, which makes other forms of birth control even more effective. No matter what birth control you use, pulling out helps your method pack an even bigger pregnancy-preventing punch.",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/what-are-the-benefits-of-withdrawal
What are the disadvantages of the pull out method?,"Lots of people use the pull out method at some point in their lives, but it’s not as effective as many other methods and it can be difficult to do it correctly.

It’s hard to pull out in time.
The number one reason why the pull out method fails is because the penis isn’t pulled out before ejaculation (cumming). Many people plan on pulling out, and end up forgetting or changing their minds in the heat of the moment. You have to pull out right around the time those pleasurable sex feelings are the most intense, which many people aren’t willing to do when it comes down to it.

If you ejaculate inside your partner’s vagina, pregnancy is possible. Even if semen (cum) only gets on the outer genitals (vulva), sperm cells might swim into the vagina and cause pregnancy.

Certain people can’t use withdrawal effectively.
The pull out method is not a good way to prevent pregnancy if you experience premature ejaculation. Premature ejaculation is when you ejaculate (cum) before you’re ready or realize it’s going to happen. It’s really common, especially for younger people — but it also means it may be hard for you to use the withdrawal method.

Withdrawal is also not the best method if you can’t predict when, exactly, you’re going to ejaculate, if you’re sexually inexperienced, or if you don’t trust yourself to pull out at the height of sexual pleasure.

You need lots of self-control and trust to use withdrawal.
Self-control and trust are absolute musts for the pull out method. You need to have a healthy relationship, where both partners are equally committed to preventing pregnancy, to use withdrawal correctly.

If you’re the person with the penis, you need to know for sure when you’re about to ejaculate, and then you need to pull out before it happens, every single time. You also have to be willing and able to stop having sex and get your penis away from your partner’s vagina, right when you’re at the height of sexual pleasure.  If you don’t do these things, your partner could get pregnant. That’s a LOT of responsibility, so make sure you’re totally on board before relying on withdrawal for birth control.

If you’re the person with the vagina, you need to trust that your partner will pull their penis out in time, every time. If your partner doesn’t usually cooperate with using birth control or doesn’t want to prevent pregnancy, they may not use the pull out method correctly — which puts you at risk for unintended pregnancy.

It’s not always easy to practice withdrawal perfectly. That’s why it’s a good idea to look into using more effective methods like the IUD and the implant. They’re the most effective kinds of birth control. You can explore different birth control methods to find the best method for you.

And remember, emergency contraception (the morning-after pill) can help you avoid pregnancy in case there’s an accident and your partner doesn’t pull out in time.",https://www.plannedparenthood.org/learn/birth-control/withdrawal-pull-out-method/what-are-the-disadvantages-of-withdrawal
"Is breastfeeding a form of birth control?How does breastfeeding prevent pregnancy?
","When you exclusively breastfeed — meaning you nurse at least every 4 hours during the day and every 6 hours at night, and feed your baby only breast milk — your body naturally stops ovulating. You can’t get pregnant if you don’t ovulate.

No ovulation means you won’t have your period, either. That’s why breastfeeding-as-birth control is also called the lactational amenorrhea method (LAM). “Lactational” refers to breastfeeding, and “amenorrhea” means not having your period.",https://www.plannedparenthood.org/learn/birth-control/breastfeeding
How effective is breastfeeding as birth control?,"When you do it perfectly, the LAM birth control method can be about as effective as hormonal contraceptives (like the pill).  About 2 out of 100 people who use breastfeeding as birth control get pregnant in the 6 months it can be used after a baby is born.

Breastfeeding won’t prevent pregnancy if you feed your baby anything other than breast milk. So if you breastfeed but also use formula, LAM isn’t a great birth control method for you. It also doesn’t work if you use a breast pump — you need to nurse your baby if you want your breastfeeding to prevent pregnancy.

It’s important to remember that breastfeeding can only be used as birth control for the first 6 months of a baby’s life, or until your period returns. After that, breastfeeding is way less effective — especially as the baby begins to eat solid foods and sleeps longer at night. Be ready to use another birth control method at 6 months, when your period returns, or if you start feeding your baby food or formula.

",https://www.plannedparenthood.org/learn/birth-control/breastfeeding
How do I start using breastfeeding as birth control?,"You can start using LAM as soon as your baby is born. It may take a little while for you to get used to breastfeeding. Lots of people need help in the beginning, especially if it’s your first baby. Most hospitals have people who can help.",https://www.plannedparenthood.org/learn/birth-control/breastfeeding
What are the benefits of using breastfeeding as birth control?,"Breastfeeding can prevent pregnancy and it can also provide many other benefits for both you and your baby.

LAM has lots of benefits for parents.
Breastfeeding is basically nature’s birth control. LAM is an easy, safe, and free way to prevent another pregnancy for up to six months. This can come in especially handy if you don’t want to deal with other birth control methods.

Here are some of the main benefits:

Once you begin nursing, it starts preventing pregnancy right away.

It’s free.

It’s safe.

You don’t need a prescription.

It doesn’t interrupt sex.

It reduces bleeding after you give birth.

Breastfeeding may reduce your chance of getting breast cancer.

Breastfeeding has lots of benefits for babies.
When it comes to a baby’s first months, there’s a reason a lot of people say “breast is best.” What’s good for you is also great for your baby:  

Breast milk gives your baby the best nutrition.

It’s full of beneficial antibodies that can help protect your baby from certain infections.

Studies have shown that breastfeeding reduces the risk of allergies and asthma.

Breastfeeding will enhance your bond with your baby by increasing body contact, and it can help soothe a fussy baby.

Breastfeeding decreases the chance that your baby will swallow germs in water, formula, or other liquids.",https://www.plannedparenthood.org/learn/birth-control/breastfeeding/what-are-benefits-using-breastfeeding-birth-control
"What are the disadvantages of using breastfeeding as birth control?
","While LAM can be a great natural birth control method, it can also have drawbacks. It doesn’t last for a long time, and you must breastfeed around the clock for it to work.

It can be hard to breastfeed exclusively.
For breastfeeding to work as natural birth control, you have to breastfeed exclusively. That means nursing every 4 hours during the day, and every 6 hours through the night, which can be pretty difficult. It also means not feeding your baby formula or anything other than breast milk.

Even though breastfeeding is free, using it as birth control has other costs — like time and energy — that not everyone can afford. Being available every 4 hours to nurse can be tough.

You also need a strong nursing relationship (meaning your baby is really good at suckling) to use breastfeeding as birth control. Some studies have shown that weak suckling can make LAM slightly less effective. Using a breast pump won’t work for LAM, either — you’re only protected against pregnancy if your baby is nursing. And many people just have a hard time with nursing.

It’s totally okay if you can’t or don’t want to breastfeed exclusively — there are other ways to prevent pregnancy.

Breastfeeding only prevents pregnancy for up to 6 months.
Go ahead and breastfeed your baby as long as you like. But breastfeeding isn’t a long-term natural birth control method — you can only rely on breastfeeding to prevent pregnancy for the first 6 months of your baby’s life. Sometimes, you might get your period even before that. After you get your period or your baby is 6 months old, you’ll need another kind of birth control. Luckily, there are lots of options.

Breastfeeding can have some side effects.
Breastfeeding can lower vaginal lubrication (getting wet when aroused), which can make sex uncomfortable. And some people find that nursing makes their breasts feel less sexual.",https://www.plannedparenthood.org/learn/birth-control/breastfeeding/what-are-disadvantages-using-breastfeeding-birth-control
What’s the best birth control option while breastfeeding?,"Can I use hormonal birth control while breastfeeding?
Yes, if you’re breastfeeding, you can safely use hormonal methods. They won’t hurt you or your baby.

You can start using the shot, implant, Skyla and Mirena IUDs, and some types of birth control pills (called mini-pills) right after giving birth.

You may be able to get an implant or IUD in the hospital or at your postpartum checkup. Implants and IUDs are super effective, and prevent pregnancy for several years. Once these methods are in place, you don’t have to do anything (like remember to take a pill) to be protected from pregnancy. They’re set-it-and-forget-it birth control, which comes in really handy for busy new parents. You can use our birth control app to keep track of your insertion date and removal date. 

For the first 3 weeks after giving birth, don’t use a method that has the hormone estrogen, like the pill, patch, or ring.  After 3 weeks, you can start any of these methods.",https://www.plannedparenthood.org/learn/birth-control/breastfeeding/whats-best-birth-control-option-while-breastfeeding
What non-hormonal methods can I use?,"You can safely use non-hormonal birth control while breastfeeding. For up to the first 6 months after your baby is born, you can rely on breastfeeding as birth control if you have not gotten your period yet and are not feeding your baby formula or food.  

The copper IUD is one of the most effective birth control methods out there, and it lasts for up to 12 years (but you can get it removed whenever you want). It’s a pretty convenient option if you don’t want to add birth control to the list of things you have to remember.

Other non-hormonal birth control options are condoms, internal condoms, diaphragm, and cervical cap.

If you used a diaphragm or cervical cap in the past, wait until your first postpartum checkup to begin using that method again. Most doctors recommend that you don’t put anything in your vagina until that first checkup. You may also need a new size.

You can also get your tubes tied (aka sterilization) after giving birth. But this method is permanent, so it’s only for people who are absolutely positive they don’t want any more kids.
",https://www.plannedparenthood.org/learn/birth-control/breastfeeding/whats-best-birth-control-option-while-breastfeeding
What’s Abstinence and Outercourse?,"The definition of abstinence is when you don’t have sex. Outercourse is other sexual activities besides vaginal sex. Sexual abstinence and outercourse can mean different things to different people.
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse
How does Abstinence work?,"Abstinence means different things to different people. For most people, abstinence means not having sex with anyone. Sometimes people use abstinence as birth control to prevent pregnancy.

Abstinence prevents pregnancy by keeping semen away from the vagina, so the sperm cells in semen can’t get to an egg and cause pregnancy. If you’re abstinent 100% of the time, pregnancy can’t happen.

People sometimes only use abstinence to prevent pregnancy on days they’re fertile (most likely to get pregnant), but they may have vaginal sex at other times. This is called fertility-awareness.

Anybody can be abstinent, no matter your age, gender, sexuality, or the sexual experiences you’ve had before. People are abstinent off and on for reasons that may change over time, and a few are abstinent their whole lives. You can choose to be abstinent whenever you want, even if you’ve had sex before.
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse
What are the different types of abstinence?,"For some people, abstinence means not doing ANY kind of sexual stuff with another person, including vaginal, oral, and anal sex.  

For other people, abstinence only means not having vaginal sex, but other sexual activities are allowed. You can decide what abstinence means to you. 

When it comes to preventing pregnancy, doing any or all sexual stuff besides vaginal sex is called “outercourse.”
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse
How does Outercourse work?,"Many couples want to be sexual with each other without having vaginal sex and/or risking pregnancy. Outercourse prevents pregnancy the same way abstinence (and all other forms of birth control) do: by keeping sperm away from an egg.

Using outercourse as birth control means you do some sexual activities, but you don’t have vaginal sex (penis-in-vagina) or get any semen (cum) in the vagina. This way, the sperm cells in semen can’t get to an egg and cause pregnancy.

Some outercourse examples include kissing, massage, masturbating, using sex toys on each other, dry humping (grinding), and talking about your fantasies. There are lots of creative ways to get sexual pleasure from outercourse. But keep in mind that some kinds of outercourse can spread STDs if there’s skin-to-skin genital contact, or if your partner’s sexual fluids get on or in your genitals or mouth.

People may also choose to have oral sex and/or anal sex. Oral sex won’t lead to pregnancy, and anal sex doesn’t cause pregnancy either (unless semen spills out into the vagina). But both anal and oral sex can spread STDs — you can help prevent STDs by using a condom during anal sex, and condoms or dental dams during oral sex.
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse
How effective is abstinence?,"If you never get semen (cum) on the vulva or in the vagina, pregnancy can’t happen. Abstinence is 100% effective as long as you’re actually abstinent. But if you do have unprotected vaginal sex — even just one time — pregnancy can happen.

Nobody’s perfect, and sometimes people plan on being abstinent but end up having sex. That’s why it’s a good idea to keep condoms around, just in case. Being prepared and having protection doesn’t mean you’re definitely going to have sex — it means you’re responsible and taking care of your health.",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse/how-effective-are-abstinence-and-outercourse
How effective is outercourse?,"Outercourse activities are 100% effective at preventing pregnancy: kissing, massage, masturbation, dry humping with clothes on, anal sex, and oral sex can’t cause pregnancy.

That said, pregnancy can happen, rarely, even if you don’t actually have vaginal sex. If semen (cum) accidentally gets on a vulva, sperm can swim up into the vagina and fertilize an egg.

There are a few ways this can happen:

Cum gets on the vulva. It can accidentally drip or be wiped onto the vulva.

There’s wet semen on someone’s fingers and/or sex toys, and they touch the vulva or go in the vagina.

Semen drips out of the anus and into the vulva after anal sex.

Bottom line: if you’re trying to avoid pregnancy, don’t get semen (cum) on the vulva or in the vagina. Pre-ejaculate (pre-cum) can also have some sperm in it, so keep pre-cum away from the vulva and vagina, too.

",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse/how-effective-are-abstinence-and-outercourse
Do abstinence and outercourse protect against STDs?,"Abstinence is 100% effective at preventing the spread of sexually transmitted infections. If you don’t have any kind of sexual contact with another person, you can’t get STDs.

Sexually transmitted infections can be spread by touching genitals and sharing sexual fluids (like semen, pre-cum, and vaginal moisture). So there are a few ways outercourse can put you at risk for sexually transmitted infections:

Oral sex and anal sex spread most of the same STDs as vaginal sex. Use barriers like condoms and dental dams to help protect each other.

Swapping sexual fluids (like if you have semen on your hand and touch your partner’s genitals) can transmit STDs. You can use barriers like condoms, dental dams, gloves, and finger cots to help avoid contact with sexual fluids.

Touching your bare genitals together (dry humping) without clothes on can also spread certain STDs (like herpes and HPV), even if you don’t swap fluids.

Wearing underwear makes dry humping safer, but it may not prevent all skin-to-skin genital contact or keep sexual fluids away. And some STDs can live on areas that underwear doesn’t always cover (like your upper thighs or butt cheeks).

If you’re going to have outercourse but you don’t want to worry about STDs, avoid all skin-to-skin genital contact, and keep sexual fluids away from each other.

If you’re doing any activity that can pass STDs, get tested regularly. You can also use barriers like condoms, dental dams, and gloves to reduce your risk if you’re having the kinds of outercourse than can pass STDs — this is called “safer sex.”
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse/how-effective-are-abstinence-and-outercourse
"Can you get pregnant without having sex?
","Pregnancy can happen when a person ejaculates directly into your vagina or on your vulva. 

There are also ways to get pregnant without having sex: Some people may choose to have in vitro fertilization (IVF) or Intrauterine insemination (IUI). These are procedures that put an embryo or sperm directly inside your uterus to help you get pregnant.",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse/how-effective-are-abstinence-and-outercourse
"How do I talk about not having sex?
","Practicing abstinence only works when both partners are cool with not having sex. So the key to making abstinence work is talking about it with your partner/boyfriend/girlfriend — especially because abstinence can mean different things to different people.

It’s important to be honest with each other and make decisions about sex together. Talking about sex, birth control, and abstinence might seem hard, but it’s one of the best ways to keep your relationship happy and healthy.

It’s normal to feel awkward or embarrassed, especially if you’ve never talked about sex before. Here are some tips to keep you on track:

Know what practicing abstinence means to you. Think about how far you feel comfortable going and what your sexual limits are. Once you know exactly how you feel and what you need, it’s easier to tell someone else about it.

Talk before things get sexual. It’s hard to think and speak clearly when you’re all turned on in the heat of the moment. So think ahead of time about how to say “no” to sex if it comes up. What words are best? What actions or body language will make it clear how you feel? It can help to practice what you’ll say out loud, and think about what your partner may say back.

Be straightforward. The talk doesn’t have to be long or complicated. Just be up-front and clear about what you want and what you’re comfortable doing.

Be confident. You have the right to decide when and if you have sex, and you can  say no to sex at any time, for any reason — even if you’ve already had sex before. (And if your partner doesn’t respect your limits, it could be a sign that your relationship isn’t healthy.)

Sex isn’t the only way to show your love and affection. People get to know each other, become close, and build trust by:

talking and listening

sharing

being honest

respecting each other's thoughts and feelings

hanging out together

Talking about sex doesn’t have to be a one-time thing that settles things forever — most couples have lots of talks about sex. Relationships change over time, and you and/or your partner may eventually have different feelings about sex and practicing abstinence.

If you want to start exploring sex with your partner, talk about birth control and/or sexually transmitted infections first. No matter what happens in your relationship, keep the conversation going and always be open and honest with each other.
",https://www.plannedparenthood.org/learn/birth-control/abstinence-and-outercourse/how-do-i-talk-about-abstinence-and-outercourse
